T_W1,T_W2,T_W3,T_W4
1167.31742640919,1147.67338139288,1147.67338139286,1147.67338139286
1167.71899503794,1147.68112448065,1147.68112448063,1147.68112448063
1168.11795285848,1147.68863257052,1147.6886325705,1147.6886325705
1168.51477412777,1147.6959219705,1147.69592197048,1147.69592197048
1168.90856490744,1147.70298096772,1147.7029809677,1147.7029809677
1169.29963579365,1147.7098256527,1147.70982565268,1147.70982565268
1169.68962396426,1147.71648982387,1147.71648982386,1147.71648982386
1170.07675692798,1147.72294959051,1147.7229495905,1147.7229495905
1170.4623508308,1147.72923282809,1147.72923282808,1147.72923282808
1170.84558725426,1147.73533163395,1147.73533163394,1147.73533163394
1171.22701408888,1147.74126020205,1147.74126020204,1147.74126020204
1171.60633201158,1147.74701890525,1147.74701890525,1147.74701890525
1171.98376925002,1147.75261619074,1147.75261619074,1147.75261619074
1172.3592256094,1147.75805525464,1147.75805525464,1147.75805525464
1172.73280713108,1147.76334220498,1147.76334220497,1147.76334220497
1173.10448957645,1147.76848105605,1147.76848105604,1147.76848105604
1173.47433076807,1147.77347683255,1147.77347683254,1147.77347683254
1173.84233560073,1147.77833365606,1147.77833365606,1147.77833365606
1174.20854200066,1147.78305594979,1147.78305594979,1147.78305594979
1174.57296576901,1147.78764769606,1147.78764769606,1147.78764769606
1174.93563604077,1147.79211291473,1147.79211291473,1147.79211291473
1175.29657232539,1147.79645537164,1147.79645537164,1147.79645537164
1175.65579942661,1147.80067877417,1147.80067877417,1147.80067877417
1176.01333770258,1147.80478665619,1147.80478665619,1147.80478665619
1176.36920947815,1147.80878246122,1147.80878246122,1147.80878246122
1176.72343483407,1147.81266949759,1147.81266949759,1147.81266949759
1177.07603442723,1147.81645097587,1147.81645097587,1147.81645097587
1177.42702763693,1147.82012999231,1147.82012999231,1147.82012999231
1177.77643383769,1147.82370954719,1147.82370954719,1147.82370954719
1178.12427157015,1147.82719253973,1147.82719253973,1147.82719253973
1178.470559133,1147.83058177814,1147.83058177814,1147.83058177814
1178.81531440097,1147.83387998111,1147.83387998111,1147.83387998111
1179.15855424703,1147.83708977566,1147.83708977566,1147.83708977566
1179.50029602047,1147.84021371448,1147.84021371448,1147.84021371448
1179.84055582557,1147.84325426252,1147.84325426252,1147.84325426252
1180.17935000845,1147.84621381382,1147.84621381382,1147.84621381382
1180.51669407153,1147.84909468412,1147.84909468412,1147.84909468412
1180.85260347917,1147.85189912076,1147.85189912076,1147.85189912076
1181.18709310442,1147.85462930019,1147.85462930018,1147.85462930018
1181.52017764683,1147.8572873339,1147.8572873339,1147.8572873339
1181.85187135196,1147.85987526829,1147.85987526829,1147.85987526829
1182.18235063186,1147.86239588447,1147.86239588447,1147.86239588447
1182.51051640185,1147.86484491229,1147.86484491229,1147.86484491229
1182.83766657455,1147.86723002974,1147.86723002974,1147.86723002974
1183.16283463576,1147.86954838827,1147.86954838827,1147.86954838827
1183.48856339233,1147.87181814618,1147.87181814618,1147.87181814618
1183.81171966205,1147.87402313312,1147.87402313312,1147.87402313312
1184.13356365717,1147.87616876711,1147.87616876711,1147.87616876711
1184.4541617241,1147.87825942672,1147.87825942672,1147.87825942672
1184.77641109172,1147.88033406634,1147.88033406633,1147.88033406633
1185.09261195663,1147.88228790791,1147.88228790791,1147.88228790791
1185.40553617477,1147.88419985952,1147.88419985952,1147.88419985952
1185.72998362972,1147.88614361904,1147.88614361903,1147.88614361903
1186.04154865337,1147.8879526164,1147.8879526164,1147.8879526164
1186.3554516824,1147.88974606915,1147.88974606915,1147.88974606915
1186.66668474707,1147.89148444711,1147.89148444711,1147.89148444711
1186.9769452713,1147.89317922295,1147.89317922295,1147.89317922295
1187.29268497698,1147.89487773003,1147.89487773002,1147.89487773002
1187.59837001784,1147.89646473255,1147.89646473255,1147.89646473255
1187.90501676845,1147.89803660329,1147.89803660329,1147.89803660329
1188.20900754106,1147.89955055034,1147.89955055029,1147.89955055029
1188.51091893264,1147.90102828414,1147.90102828407,1147.90102828407
1188.81421959144,1147.90247936456,1147.90247936447,1147.90247936447
1189.11569767953,1147.90389140991,1147.9038914098,1147.9038914098
1189.41712498901,1147.90527310549,1147.90527310537,1147.90527310537
1189.7173022622,1147.90661999311,1147.90661999298,1147.90661999298
1190.01679274526,1147.90793544229,1147.90793544216,1147.90793544216
1190.31519933845,1147.90921850564,1147.9092185055,1147.9092185055
1190.61268622108,1147.91047070599,1147.91047070586,1147.91047070586
1190.90912461129,1147.91169225765,1147.91169225751,1147.91169225751
1191.20456148019,1147.91288412159,1147.91288412145,1147.91288412145
1191.49895649176,1147.91404686846,1147.91404686832,1147.91404686832
1191.79232474238,1147.91518128698,1147.91518128684,1147.91518128684
1192.08465585387,1147.91628804465,1147.91628804451,1147.91628804451
1192.37614591073,1147.91736786357,1147.91736786346,1147.91736786346
1192.66658624624,1147.91842136907,1147.91842136897,1147.91842136897
1192.95599754623,1147.919449388,1147.91944938792,1147.91944938792
1193.24434067807,1147.92045245114,1147.92045245106,1147.92045245106
1193.53166275125,1147.92143129799,1147.92143129793,1147.92143129793
1193.81795528883,1147.92238651015,1147.92238651009,1147.92238651009
1194.10323938047,1147.92331874134,1147.92331874128,1147.92331874128
1194.38751792393,1147.92422857919,1147.92422857914,1147.92422857914
1194.67080265378,1147.92511662515,1147.9251166251,1147.9251166251
1194.95309940749,1147.9259834489,1147.92598344886,1147.92598344886
1195.2344165367,1147.9268296141,1147.92682961406,1147.92682961406
1195.5147603948,1147.92765566432,1147.92765566428,1147.92765566428
1195.79413797081,1147.92846213117,1147.92846213113,1147.92846213113
1196.0725555149,1147.92924953025,1147.92924953021,1147.92924953021
1196.35001937224,1147.93001836383,1147.9300183638,1147.9300183638
1196.62653556913,1147.93076911993,1147.93076911989,1147.93076911989
1196.90211008174,1147.93150227329,1147.93150227325,1147.93150227325
1197.17674871457,1147.93221828539,1147.93221828536,1147.93221828536
1197.45045718975,1147.932917605,1147.93291760497,1147.93291760497
1197.72324111335,1147.93360066838,1147.93360066835,1147.93360066835
1197.99510600674,1147.93426789971,1147.93426789968,1147.93426789968
1198.26605729875,1147.93491971137,1147.93491971134,1147.93491971134
1198.53610033771,1147.9355565043,1147.93555650427,1147.93555650427
1198.80524039093,1147.93617866832,1147.93617866829,1147.93617866829
1199.07348265007,1147.93678658243,1147.9367865824,1147.9367865824
1199.34083223244,1147.93738061513,1147.9373806151,1147.9373806151
1199.60729418394,1147.93796112471,1147.93796112468,1147.93796112468
1199.87287348067,1147.93852845954,1147.93852845952,1147.93852845952
1200.13757503097,1147.93908295836,1147.93908295834,1147.93908295834
1200.40140367689,1147.93962495055,1147.93962495053,1147.93962495053
1200.66436419585,1147.94015475641,1147.94015475638,1147.94015475638
1200.92646130203,1147.94067268737,1147.94067268735,1147.94067268735
1201.18770821994,1147.94117906421,1147.94117906419,1147.94117906419
1201.44800880118,1147.94167414628,1147.94167414626,1147.94167414626
1201.707521411,1147.94215823624,1147.94215823622,1147.94215823622
1201.96577639243,1147.94263075825,1147.94263075824,1147.94263075824
1202.22289775029,1147.94309203332,1147.94309203331,1147.94309203331
1202.47849970972,1147.94354195721,1147.94354195719,1147.94354195719
1202.73312401381,1147.94398169491,1147.9439816949,1147.9439816949
1202.98697718825,1147.94441177882,1147.9444117788,1147.9444117788
1203.24001473503,1147.9448324327,1147.94483243269,1147.94483243269
1203.49228144371,1147.94524397495,1147.94524397493,1147.94524397493
1203.74379839742,1147.94564669138,1147.94564669136,1147.94564669136
1204.0043976299,1147.94606213235,1147.94606213234,1147.94606213234
1204.247361436,1147.94643224133,1147.94643224132,1147.94643224132
1204.50969574038,1147.94683571314,1147.94683571314,1147.94683571314
1204.75673461456,1147.94720023224,1147.94720023224,1147.94720023224
1205.00174140141,1147.94755903484,1147.94755903484,1147.94755903484
1205.25691040733,1147.94792996264,1147.94792996264,1147.94792996264
1205.49947799035,1147.94826858532,1147.94826858533,1147.94826858533
1205.74121781944,1147.94860302052,1147.94860302052,1147.94860302052
1205.99616766753,1147.94895355356,1147.94895355356,1147.94895355356
1206.24098174677,1147.94927764383,1147.94927764383,1147.94927764383
1206.47909097468,1147.949591066,1147.94959106601,1147.94959106601
1206.73069264583,1147.94991812699,1147.949918127,1147.949918127
1206.97440426313,1147.95022408903,1147.95022408904,1147.95022408904
1207.20980348191,1147.9505180827,1147.9505180827,1147.9505180827
1207.45762831726,1147.95082366537,1147.95082366537,1147.95082366537
1207.69897524168,1147.95111086955,1147.95111086956,1147.95111086956
1207.93117640477,1147.95138597438,1147.95138597438,1147.95138597438
1208.1769090968,1147.95167317382,1147.95167317382,1147.95167317382
1208.41702864316,1147.95194432689,1147.95194432689,1147.95194432689
1208.64589615442,1147.95220184527,1147.95220184528,1147.95220184528
1208.8894321017,1147.95247189121,1147.95247189122,1147.95247189122
1209.12818774172,1147.95272752382,1147.95272752375,1147.95272752375
1209.36542394583,1147.95298089693,1147.95298089686,1147.95298089686
1209.60005768449,1147.95322652638,1147.95322652632,1147.95322652632
1209.8350251194,1147.95346877879,1147.9534687787,1147.9534687787
1210.06832931475,1147.95370514446,1147.95370514437,1147.95370514437
1210.30092632326,1147.95393686479,1147.9539368647,1147.9539368647
1210.532088425,1147.9541632031,1147.95416320303,1147.95416320303
1210.76333275345,1147.95438593609,1147.954385936,1147.954385936
1210.99330128688,1147.95460374137,1147.95460374127,1147.95460374127
1211.22223775045,1147.95481686239,1147.95481686232,1147.95481686232
1211.45128509914,1147.95502671419,1147.9550267141,1147.9550267141
1211.67918305809,1147.95523205516,1147.95523205507,1147.95523205507
1211.90645428085,1147.95543352662,1147.95543352652,1147.95543352652
1212.13289443536,1147.95563095724,1147.95563095716,1147.95563095716
1212.35860372098,1147.95582457588,1147.9558245758,1147.9558245758
1212.5837592917,1147.95601464303,1147.95601464296,1147.95601464296
1212.80803459738,1147.95620091713,1147.95620091707,1147.95620091707
1213.03188071016,1147.95638392338,1147.95638392331,1147.95638392331
1213.25472279006,1147.95656318015,1147.95656318009,1147.95656318009
1213.47727529874,1147.9567394499,1147.95673944983,1147.95673944983
1213.69858111991,1147.95691200537,1147.95691200527,1147.95691200527
1213.91749890509,1147.95707966969,1147.95707966965,1147.95707966965
1214.13304898794,1147.95724176543,1147.9572417654,1147.9572417654
1214.35336098306,1147.95740522568,1147.95740522565,1147.95740522565
1214.57033136692,1147.95756336279,1147.95756336279,1147.95756336279
1214.78912400908,1147.95772056128,1147.95772056126,1147.95772056126
1215.00613213249,1147.95787413,1147.95787412998,1147.95787412998
1215.22333456616,1147.95802565474,1147.95802565471,1147.95802565471
1215.43950825976,1147.9581742351,1147.95817423507,1147.95817423507
1215.65532856544,1147.95832042599,1147.95832042597,1147.95832042597
1215.87037577979,1147.95846395549,1147.95846395547,1147.95846395547
1216.0848781063,1147.95860503448,1147.95860503446,1147.95860503446
1216.29869324115,1147.95874360289,1147.95874360286,1147.95874360286
1216.51189879469,1147.95887975997,1147.95887975994,1147.95887975994
1216.72444746553,1147.95901351636,1147.95901351633,1147.95901351633
1216.93636659571,1147.95914493514,1147.95914493511,1147.95914493511
1217.1476414085,1147.95927405015,1147.95927405012,1147.95927405012
1217.35828251018,1147.95940091224,1147.95940091222,1147.95940091222
1217.56828627838,1147.95952556228,1147.95952556225,1147.95952556225
1217.77765773755,1147.95964804629,1147.95964804627,1147.95964804627
1217.9863970873,1147.95976840653,1147.95976840651,1147.95976840651
1218.19450747191,1147.95988668641,1147.95988668639,1147.95988668639
1218.40199038664,1147.96000292756,1147.96000292753,1147.96000292753
1218.60884832325,1147.9601171714,1147.96011717138,1147.96011717138
1218.8150831995,1147.9602294582,1147.96022945818,1147.96022945818
1219.02069726264,1147.96033982759,1147.96033982757,1147.96033982757
1219.22569255123,1147.96044831822,1147.9604483182,1147.9604483182
1219.43007120487,1147.96055496797,1147.96055496795,1147.96055496795
1219.63383527947,1147.96065981383,1147.96065981381,1147.96065981381
1219.83698685402,1147.96076289199,1147.96076289197,1147.96076289197
1220.03952796721,1147.96086423779,1147.96086423777,1147.96086423777
1220.24146065451,1147.96096388577,1147.96096388575,1147.96096388575
1220.4427869266,1147.96106186969,1147.96106186967,1147.96106186967
1220.64350878239,1147.9611582225,1147.96115822248,1147.96115822248
1220.84362820182,1147.96125297642,1147.9612529764,1147.9612529764
1221.04314715059,1147.96134616292,1147.96134616291,1147.96134616291
1221.24207436967,1147.96143781634,1147.96143781632,1147.96143781632
1221.44039655163,1147.96152795891,1147.96152795889,1147.96152795889
1221.63812901538,1147.96161662667,1147.96161662666,1147.96161662666
1221.83526495006,1147.96170384395,1147.96170384394,1147.96170384394
1222.03180676289,1147.96178963893,1147.96178963892,1147.96178963892
1222.22756185062,1147.96187394284,1147.96187394282,1147.96187394282
1222.42253579712,1147.9619567798,1147.96195677978,1147.96195677978
1222.61675238749,1147.96203818241,1147.9620381824,1147.9620381824
1222.81026481721,1147.96211819842,1147.96211819841,1147.96211819841
1223.00312752622,1147.96219687781,1147.96219687779,1147.96219687779
1223.19538742395,1147.96227426819,1147.96227426818,1147.96227426818
1223.38716951259,1147.96235045338,1147.96235045336,1147.96235045336
1223.57837800818,1147.96242541842,1147.96242541841,1147.96242541841
1223.76902885871,1147.96249919593,1147.96249919592,1147.96249919592
1223.95912755892,1147.96257181198,1147.96257181196,1147.96257181196
1224.1486827689,1147.96264329303,1147.96264329302,1147.96264329302
1224.33769930594,1147.9627136631,1147.96271366309,1147.96271366309
1224.52617965017,1147.96278294441,1147.9627829444,1147.9627829444
1224.71412480464,1147.9628511578,1147.96285115779,1147.96285115779
1224.90153493488,1147.962918323,1147.96291832299,1147.96291832299
1225.08840984318,1147.96298445892,1147.96298445891,1147.96298445891
1225.27474921724,1147.96304958382,1147.96304958381,1147.96304958381
1225.46055277768,1147.96311371539,1147.96311371538,1147.96311371538
1225.65443693958,1147.9631809659,1147.96318096589,1147.96318096589
1225.84289300293,1147.96324410715,1147.96324410714,1147.96324410714
1226.02977821448,1147.96330685827,1147.96330685827,1147.96330685827
1226.21494981299,1147.96336805831,1147.96336805831,1147.96336805831
1226.39895698685,1147.96342819024,1147.96342819024,1147.96342819024
1226.58038590018,1147.96348643998,1147.96348643998,1147.96348643998
1226.76011812288,1147.96354360694,1147.96354360694,1147.96354360694
1226.94533430068,1147.9636016467,1147.96360164669,1147.96360164669
1227.12312332516,1147.96365677932,1147.96365677932,1147.96365677932
1227.29909284505,1147.96371019021,1147.96371019021,1147.96371019021
1227.48415945817,1147.96376719324,1147.96376719323,1147.96376719323
1227.66420895471,1147.9638208336,1147.96382083357,1147.96382083357
1227.84077120799,1147.96387196224,1147.96387196223,1147.96387196223
1228.01945451212,1147.96392405162,1147.96392405161,1147.96392405161
1228.192398914,1147.96397330205,1147.96397330204,1147.96397330204
1228.37741249867,1147.96402681326,1147.96402681325,1147.96402681325
1228.54878412115,1147.96407392903,1147.96407392902,1147.96407392902
1228.72460225133,1147.96412272422,1147.96412272421,1147.96412272421
1228.9060737283,1147.96417327587,1147.96417327585,1147.96417327585
1229.07759131437,1147.9642188376,1147.96421883758,1147.96421883758
1229.25517249809,1147.96426634619,1147.96426634625,1147.96426634625
1229.42932749025,1147.96431233878,1147.96431233884,1147.96431233884
1229.60263599762,1147.96435745627,1147.96435745646,1147.96435745646
1229.77572959271,1147.96440215708,1147.9644021573,1147.9644021573
1229.95142396589,1147.96444730024,1147.96444730043,1147.96444730043
1230.11996403872,1147.96448966537,1147.96448966554,1147.96448966554
1230.29458027046,1147.96453338243,1147.9645333826,1147.9645333826
1230.46376179031,1147.96457486909,1147.96457486933,1147.96457486933
1230.63720865737,1147.96461751347,1147.96461751366,1147.96461751366
1230.80148669375,1147.96465677036,1147.96465677054,1147.96465677054
1230.97630922334,1147.96469866534,1147.96469866551,1147.96469866551
1231.14448348661,1147.96473825279,1147.96473825297,1147.96473825297
1231.3116856468,1147.96477720322,1147.96477720335,1147.96477720335
1231.48377288247,1147.96481697537,1147.96481697553,1147.96481697553
1231.651667327,1147.96485531702,1147.96485531716,1147.96485531716
1231.81939041748,1147.96489318039,1147.96489318053,1147.96489318053
1231.98326291143,1147.96492938951,1147.96492938972,1147.96492938972
1232.14861051813,1147.9649658105,1147.96496581072,1147.96496581072
1232.31330606328,1147.96500155093,1147.96500155119,1147.96500155119
1232.47944547725,1147.96503753741,1147.96503753762,1147.96503753762
1232.64098234759,1147.96507173287,1147.96507173303,1147.96507173303
1232.80807026036,1147.9651068928,1147.96510689296,1147.96510689296
1232.97031031315,1147.96514034366,1147.96514034388,1147.96514034388
1233.13335506045,1147.96517393491,1147.96517393514,1147.96517393514
1233.29553400402,1147.96520687909,1147.96520687933,1147.96520687933
1233.45754870942,1147.96523945264,1147.96523945289,1147.96523945289
1233.61992129399,1147.96527201498,1147.9652720152,1147.9652720152
1233.77968865977,1147.96530336034,1147.96530336049,1147.96530336049
1233.94161098841,1147.96533464665,1147.96533464688,1147.96533464688
1234.10204154199,1147.96536586522,1147.96536586539,1147.96536586539
1234.26014805827,1147.96539587925,1147.96539587939,1147.96539587939
1234.4231184666,1147.96542671096,1147.96542671111,1147.96542671111
1234.58003405883,1147.96545592129,1147.96545592142,1147.96545592142
1234.73832085969,1147.96548485879,1147.96548485897,1147.96548485897
1234.89635017949,1147.9655140435,1147.96551404364,1147.96551404364
1235.04578075928,1147.96554047032,1147.96554047044,1147.96554047044
1235.21037823099,1147.9655701394,1147.96557013952,1147.96557013952
1235.36430856844,1147.9655969023,1147.96559690247,1147.96559690247
1235.52149725622,1147.96562476794,1147.96562476808,1147.96562476808
1235.67507097629,1147.96565117467,1147.96565117478,1147.96565117478
1235.83325270326,1147.9656783123,1147.96567831235,1147.96567831235
1235.98326428532,1147.96570335977,1147.96570335985,1147.96570335985
1236.14173083949,1147.9657300526,1147.96573005263,1147.96573005263
1236.29366150076,1147.96575517175,1147.96575517176,1147.96575517176
1236.44617462912,1147.96578002187,1147.96578002189,1147.96578002189
1236.598852588,1147.96580468129,1147.9658046813,1147.9658046813
1236.75068300488,1147.96582897678,1147.96582897679,1147.96582897679
1236.90219505804,1147.96585296863,1147.96585296864,1147.96585296864
1237.05323635365,1147.9658766349,1147.96587663491,1147.96587663491
1237.20415564163,1147.96590023447,1147.96590023445,1147.96590023445
1237.35589576664,1147.96592371073,1147.9659237107,1147.9659237107
1237.50752839636,1147.96594665562,1147.96594665558,1147.96594665558
1237.65453797176,1147.96596865053,1147.96596865051,1147.96596865051
1237.80306082862,1147.96599094934,1147.9659909493,1147.9659909493
1237.95263668928,1147.96601306012,1147.96601306008,1147.96601306008
1238.10057920628,1147.9660345655,1147.96603456545,1147.96603456545
1238.24314687167,1147.96605489225,1147.96605489222,1147.96605489222
1238.39089490588,1147.96607596379,1147.96607596377,1147.96607596377
1238.5392375233,1147.96609687193,1147.9660968719,1147.9660968719
1238.68471841981,1147.96611707177,1147.96611707175,1147.96611707175
1238.8325096792,1147.96613774182,1147.96613774179,1147.96613774179
1238.97471638321,1147.96615699946,1147.96615699944,1147.96615699944
1239.12218364188,1147.96617708401,1147.96617708398,1147.96617708398
1239.26492383184,1147.96619607436,1147.96619607434,1147.96619607434
1239.40991191329,1147.96621554566,1147.96621554563,1147.96621554563
1239.54950779,1147.96623364933,1147.96623364932,1147.96623364932
1239.69083432895,1147.96625192104,1147.96625192103,1147.96625192103
1239.83665817826,1147.96627072332,1147.96627072331,1147.96627072331
1239.97815595791,1147.96628862039,1147.96628862038,1147.96628862038
1240.12266603846,1147.9663070787,1147.96630707868,1147.96630707868
1240.2631593846,1147.96632452933,1147.96632452931,1147.96632452931
1240.40330298125,1147.96634179302,1147.966341793,1147.966341793
1240.545604338,1147.96635940628,1147.96635940625,1147.96635940625
1240.6852442977,1147.9663762516,1147.96637625158,1147.96637625158
1240.82353465814,1147.96639272919,1147.96639272918,1147.96639272918
1240.96272658561,1147.96640944485,1147.96640944483,1147.96640944483
1241.0945901574,1147.96642447972,1147.96642447971,1147.96642447971
1241.23648315939,1147.9664411502,1147.96644115021,1147.96644115021
1241.37485626079,1147.96645705277,1147.96645705275,1147.96645705275
1241.51224281772,1147.96647256646,1147.96647256646,1147.96647256646
1241.65044160277,1147.96648836318,1147.96648836316,1147.96648836316
1241.78354642137,1147.96650297679,1147.96650297678,1147.96650297678
1241.92074498138,1147.96651821147,1147.96651821148,1147.96651821148
1242.05674604888,1147.96653311134,1147.96653311133,1147.96653311133
1242.19196773911,1147.96654763238,1147.96654763238,1147.96654763238
1242.32661538568,1147.96656225974,1147.96656225972,1147.96656225972
1242.46054681465,1147.96657628853,1147.96657628852,1147.96657628852
1242.5948051981,1147.9665903687,1147.96659036869,1147.96659036869
1242.73002414704,1147.96660462011,1147.9666046201,1147.9666046201
1242.86344890293,1147.96661833028,1147.96661833027,1147.96661833027
1242.99452521412,1147.96663156666,1147.96663156665,1147.96663156665
1243.12843430454,1147.96664529026,1147.96664529024,1147.96664529024
1243.25922712345,1147.96665837576,1147.96665837574,1147.96665837574
1243.38632635234,1147.96667074961,1147.9666707496,1147.9666707496
1243.51771067595,1147.96668364281,1147.96668364281,1147.96668364281
1243.64806454836,1147.96669627428,1147.96669627428,1147.96669627428
1243.77803834434,1147.96670868839,1147.96670868838,1147.96670868838
1243.90765880688,1147.9667209747,1147.96672097469,1147.96672097469
1244.03671759159,1147.96673308838,1147.96673308837,1147.96673308837
1244.1653499632,1147.96674504891,1147.96674504891,1147.96674504891
1244.29353982,1147.96675685322,1147.96675685322,1147.96675685322
1244.42130813896,1147.96676850512,1147.96676850511,1147.96676850511
1244.5486601469,1147.96678000626,1147.96678000625,1147.96678000625
1244.67560113367,1147.96679135888,1147.96679135887,1147.96679135887
1244.80213437981,1147.96680256497,1147.96680256497,1147.96680256497
1244.92821040034,1147.96681362653,1147.96681362654,1147.96681362654
1245.05414890111,1147.96682462621,1147.96682462621,1147.96682462621
1245.17928674664,1147.9668353543,1147.9668353543,1147.9668353543
1245.30427053966,1147.96684600182,1147.96684600183,1147.96684600183
1245.42894457633,1147.96685657035,1147.96685657035,1147.96685657035
1245.55282057803,1147.9668668814,1147.96686688142,1147.96686688142
1245.67684787004,1147.96687719789,1147.9668771979,1147.9668771979
1245.79986564739,1147.96688723111,1147.96688723113,1147.96688723113
1245.9231007434,1147.96689728382,1147.96689728382,1147.96689728382
1246.04531049588,1147.96690705464,1147.96690705466,1147.96690705466
1246.16771235271,1147.96691685029,1147.96691685031,1147.96691685031
1246.28931411022,1147.96692644517,1147.96692644518,1147.96692644518
1246.41052428186,1147.96693585874,1147.96693585876,1147.96693585876
1246.53172063644,1147.96694527205,1147.96694527207,1147.96694527207
1246.65212024016,1147.96695449856,1147.96695449857,1147.96695449857
1246.77215592407,1147.9669635489,1147.96696354892,1147.96696354892
1246.89219045246,1147.96697260459,1147.96697260461,1147.96697260461
1247.01137869553,1147.96698147704,1147.96698147706,1147.96698147706
1247.13036965802,1147.96699025401,1147.96699025404,1147.96699025404
1247.24893166881,1147.966998909,1147.96699890902,1147.96699890902
1247.36712254061,1147.96700745337,1147.96700745339,1147.96700745339
1247.48492418389,1147.96701588588,1147.9670158859,1147.9670158859
1247.60234061635,1147.96702420947,1147.9670242095,1147.9670242095
1247.71937091212,1147.96703242547,1147.9670324255,1147.9670324255
1247.83601559431,1147.96704053564,1147.96704053567,1147.96704053567
1247.95227510436,1147.96704854148,1147.9670485415,1147.9670485415
1248.0681500174,1147.96705644447,1147.9670564445,1147.9670564445
1248.18364097231,1147.96706424606,1147.96706424609,1147.96706424609
1248.29874864513,1147.96707194763,1147.96707194766,1147.96707194766
1248.41347373825,1147.96707955054,1147.96707955057,1147.96707955057
1248.52781696881,1147.96708705611,1147.96708705614,1147.96708705614
1248.64177906363,1147.96709446564,1147.96709446566,1147.96709446566
1248.75536075518,1147.9671017804,1147.96710178042,1147.96710178042
1248.86856277946,1147.96710900163,1147.96710900165,1147.96710900165
1248.9813858745,1147.96711613057,1147.96711613059,1147.96711613059
1249.09383077957,1147.96712316842,1147.96712316844,1147.96712316844
1249.20589823457,1147.96713011637,1147.96713011639,1147.96713011639
1249.31758897971,1147.9671369756,1147.96713697562,1147.96713697562
1249.42890375527,1147.96714374725,1147.96714374727,1147.96714374727
1249.53984330144,1147.96715043247,1147.96715043249,1147.96715043249
1249.65040835816,1147.96715703238,1147.9671570324,1147.9671570324
