ACS_1,ACS_2,ACS_3,ACS_4,LOCA1_time,LOCA2_time,LOCA3_time,LOCA4_time,EDG_1,EDG_2,Power,alpha_1,alpha_2,alpha_3,alpha_4,ACS_1_initial,ACS_2_initial,ACS_3_initial,ACS_4_initial,pipes_1_initial,pipes_2_initial,pipes_3_initial,pipes_4_initial,EDG_1_initial,EDG_2_initial,PDP11,PDP12,PDP21,PDP22,PDP31,PDP32,PDP41,PDP42,MSLB1,MSLB2,MSLB3,MSLB4,LOP_earthquake,LOP_hydrogen,MSLB1_hydrogen,MSLB2_hydrogen,MSLB3_hydrogen,MSLB4_hydrogen,MSLB_earthquake,LHS,LHS_explosion,LHS_overcurrent,thermal_failure,thermal_failure_time,ACS1_response_time,ACS2_response_time,ACS3_response_time,ACS4_response_time,EDG1_response_time,EDG2_response_time,PDP11_response_time,PDP12_response_time,PDP21_response_time,PDP22_response_time,PDP31_response_time,PDP32_response_time,PDP41_response_time,PDP42_response_time,PGA
{{{:t_acs1}}},1,1,1,{{{:t_loca}}},1200,1200,1200,567,323,1200,0.128287733,0.114369815,0.18329198,0.279593122,0.001026302,0.000627892,0.001466336,0.002236745,0.00126372,0.001443929,0.003007221,0.002667007,0.001714237,0.001210453,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,0,0,0,0,0,0,0,0,0,0,0,1200,36,49,62,57,170,133,136,119,17,120,65,28,24,164,0.3
