age,distance,maint_effectiveness,mu_l_in_ACS,mu_l_in_CP,mu_l_in_EDG,PGA,sigma_C_ACS,sigma_C_C,sigma_l_in_ACS,sigma_l_in_CP,sigma_l_in_EDG,sigma_R_ACS,sigma_R_C,t_max_ACS,t_max_EDG,t_min_ACS,t_min_EDG
10,250,0.9,0.0016,0.0016,0.0016,0.3,0.14,0.14,0.000619,0.000619,0.000619,0.07,0.07,1200,1200,15,15
