ACS_1,ACS_2,ACS_3,ACS_4,LOCA1_time,LOCA2_time,LOCA3_time,LOCA4_time,EDG_1,EDG_2,Power,alpha_1,alpha_2,alpha_3,alpha_4,ACS_1_initial,ACS_2_initial,ACS_3_initial,ACS_4_initial,pipes_1_initial,pipes_2_initial,pipes_3_initial,pipes_4_initial,EDG_1_initial,EDG_2_initial,PDP11,PDP12,PDP21,PDP22,PDP31,PDP32,PDP41,PDP42,MSLB1,MSLB2,MSLB3,MSLB4,LOP_earthquake,LOP_hydrogen,MSLB1_hydrogen,MSLB2_hydrogen,MSLB3_hydrogen,MSLB4_hydrogen,MSLB_earthquake,LHS,LHS_explosion,LHS_overcurrent,thermal_failure,thermal_failure_time,ACS1_response_time,ACS2_response_time,ACS3_response_time,ACS4_response_time,EDG1_response_time,EDG2_response_time,PDP11_response_time,PDP12_response_time,PDP21_response_time,PDP22_response_time,PDP31_response_time,PDP32_response_time,PDP41_response_time,PDP42_response_time,PGA
600,1010,926,80,1200.0,1200,39,18,567,323,1200,0.128287733376231,0.114369815178098,0.183291980428894,0.279593121589955,0.00102630186700985,0.000627891621927659,0.00146633584343115,0.00223674497271964,0.00126372023184544,0.00144392928088538,0.00300722055292715,0.00266700737324489,0.00171423697884968,0.00121045312214829,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,0,0,0,0,0,0,0,0,0,0,0,1200,36,49,62,57,170,133,136,119,17,120,65,28,24,164,0.3
